icpsr2,year,alpha_st,anti_inst,policy,pos_affect,posAffPer,neg_affect,num_tweets,dist,congress,nominate_dim1,nominate_dim2,democrat,seniority,st,op_ideo,pid7,ideo5,white,hispanic,educ,faminc,unionmember,approval_pres,approval_rep,count,name,pop,college,ageless18,age65plus,poverty,black,white_acs,hispanic_acs,unemp_clf,armedforces,nilf,medinc,gini,foreignborn,Incumbent,Party,Biden,Trump20,Clinton,Trump16,Obama,Romney,dempvote20,dempvote16,dempvote12,namedem12016,votesdem12016,namedem22016,votesdem22016,namerep12016,votesrep12016,namerep22016,votesrep22016,totalvotes2016,namedem12018,votesdem12018,namedem22018,votesdem22018,namerep12018,votesrep12018,namerep22018,votesrep22018,totalvotes2018,namedem12020,votesdem12020,namedem22020,votesdem22020,namerep12020,votesrep12020,namerep22020,votesrep22020,totalvotes2020,demHvote2016,uncontested2016,demHvote2018,uncontested2018,demHvote2020,uncontested2020,incumbentD2016,incumbloseD2016,runoffD2016,PRIMARYD2016,GENERALD2016,wongeneralD2016,numcandsD2016,incumbentR2016,incumbloseR2016,runoffR2016,PRIMARYR2016,GENERALR2016,wongeneralR2016,numcandsR2016,incumbentD2018,incumbloseD2018,runoffD2018,PRIMARYD2018,GENERALD2018,wongeneralD2018,numcandsD2018,incumbentR2018,incumbloseR2018,runoffR2018,PRIMARYR2018,GENERALR2018,wongeneralR2018,numcandsR2018,incumbentD2020,incumbloseD2020,runoffD2020,PRIMARYD2020,GENERALD2020,wongeneralD2020,numcandsD2020,incumbentR2020,incumbloseR2020,runoffR2020,PRIMARYR2020,GENERALR2020,wongeneralR2020,numcandsR2020,primaryvote2016,primarychall2016,primaryvote2018,primarychall2018,primaryvote2020,primarychall2020,primvote,primchal,demHvote2016_2,demHvote2018_2,demHvote2020_2,dempvote16_2,trumpy,demHvote,dem_normal,economic,y1,y2,y3,y4,y5,y6,y7,affect
21906,2020,IL,272,0.6709304725,82,0.01691768104,1707,4847,6,116,-0.657,0.595,1,1,IL,-0.077740096,3.651458137,2.885997805,0.77826786,0.01656479311,0.4664937849,7.256031423,0.41695821,2.466523178,3.105298809,132,"Congressional District 6 (116th Congress), Illinois",724005,0.31959105,0.23235199,0.15633179,0.049220655,0.033723526,0.82349014,0.10427276,0.037697874,0.0004054071,0.31599453,0.47123,0.44859999,0.15076968,Sean Casten,(D),55.3,42.6,50.2,43.2,45.1,53.3,0.56486213,0.53747326,0.45833334,AMANDA HOWLAND,143591,,,PETER J ROSKAM,208555,,,352146,SEAN CASTEN,169001,,,PETER J ROSKAM,146445,,,315446,SEAN CASTEN,213777,,,JEANNE IVES,183891,,,404747,0.40775985,0,0.53575253,0,0.53757656,0,0,,,0.6712510509,0.4077598496,0,2,1,,,0.6877816105,0.5922401504,1,2,0,,,0.2950770746,0.5357525535,1,7,1,,,1,0.4642474465,0,1,1,,,1,0.5281743904,1,1,0,,,0.7080316797,0.4543356714,0,2,0.67125106,2,0.29507709,7,1,1,0.29507709,7,0.1662681,0.28703079,0.28898856,0.28887752,-0.079139918,0.53575253,0.5202229,3.4879694,0,0,0,0,1,0,0,0.36909428
29717,2020,IL,82,0.7184,50,0.04,503,1250,7,116,-0.486,-0.265,1,12,IL,-0.22591195,2.801250132,2.543010904,0.33491319,0.05282336309,0.4042810759,5.877954362,0.41734421,1.701362976,3.410606459,149,"Congressional District 7 (116th Congress), Illinois",720978,0.22864692,0.19723903,0.12982227,0.19322087,0.47003099,0.37497956,0.15999517,0.090350524,0.00090151827,0.35275915,0.32526001,0.56919998,0.13942173,Danny Davis,(D),86.3,12.1,87.4,9.2,87.2,11.8,0.87703252,0.90476191,0.88080806,DANNY K DAVIS,250584,,,JEFFREY A LEEF,46882,,,297466,DANNY K DAVIS,215746,,,CRAIG CAMERON,30497,,,246243,DANNY K DAVIS,249383,,,CRAIG CAMERON,41390,,,310128,0.84239542,0,0.87615079,0,0.85765529,0,1,,,0.811923292,0.8423954334,1,2,0,,,,0.1576045666,0,0,1,,,0.7386111539,0.8761507941,1,2,0,,,0.5633074935,0.1238492059,0,2,1,,,0.6018852984,0.8041292628,1,4,0,,,1,0.1334610225,0,1,0.81192327,2,0.73861116,2,0.60188532,4,0.73861116,2,0.70963007,0.76764017,0.73557258,0.8185941,-0.023953855,0.87615079,0.88753414,-1.6040094,0,0,0,0,1,0,0,0.44240001
21730,2020,IL,302,0.7083014049,46,0.01174968072,1636,3915,8,116,-0.317,-0.049,1,2,IL,-0.0038538778,3.582144724,3.055530954,0.7506457,0.05142770395,0.4029451767,7.242271558,0.45238683,2.581717227,3.272872628,119,"Congressional District 8 (116th Congress), Illinois",711775,0.22651008,0.23473148,0.13354219,0.082580872,0.060977135,0.65708828,0.28771171,0.044125285,0.0009173369,0.29130268,0.35593,0.4091,0.28638685,Raja Krishnamoorthi,(D),59.2,39,58.1,36.4,57.4,40.9,0.60285133,0.61481482,0.58392674,RAJA KRISHNAMOORTHI,144954,,,"PETER ""PETE"" DICIANNI",103617,,,248571,RAJA KRISHNAMOORTHI,130054,,,"JITENDRA ""JD"" DIGANVKER",67073,,,197127,RAJA KRISHNAMOORTHI,186251,,,,,,,254578,0.58314925,0,0.65974724,0,1,1,0,,,0.5698529412,0.5831492813,1,3,0,,,0.9997453976,0.4168507187,0,1,1,,,1,0.6597472695,1,1,0,,,1,0.3402527305,0,1,1,,,0.7994231333,0.731606816,1,3,,,,,,,,0.56985295,3,1,1,0.79942316,3,1,1,0.34006307,0.43526644,1,0.37799725,-0.030888081,0.65974724,0.60053098,1.2651917,0,0,0,0,1,0,0,0.42962962
29911,2020,IL,291,0.790110281,143,0.05087157595,1099,2811,9,116,-0.604,-0.27,1,11,IL,-0.29185507,2.923172525,2.524473921,0.69183397,0.008941190723,0.5421418762,6.966565887,0.33950439,1.847091608,3.529514392,171,"Congressional District 9 (116th Congress), Illinois",724839,0.30883089,0.20698804,0.17475881,0.10895937,0.099293776,0.7129721,0.11420743,0.042049184,0.00055352744,0.35901704,0.39293,0.5194,0.26394552,Jan Schakowsky,(D),71,27.4,70.1,24.9,65,33.3,0.72154474,0.73789471,0.66124111,JANICE D SCHAKOWSKY,217306,,,JOAN MCCARTHY LASONDE,109550,,,326948,JANICE D SCHAKOWSKY,213368,,,JOHN D ELLESON,76983,,,290351,JANICE D SCHAKOWSKY,262045,,,SARGIS SANGARI,107125,,,369170,0.66483712,0,0.73486227,0,0.70982206,0,1,,,1,0.6646500361,1,1,0,,,1,0.3350685736,0,1,1,,,1,0.7348622874,1,1,0,,,0.403699422,0.2651377126,0,4,1,,,0.9972227003,0.7098220332,1,1,0,,,0.9999153188,0.2901779668,0,1,1,1,1,1,0.99722272,1,1,1,0.44200841,0.54002255,0.50384736,0.54448861,-0.0766536,0.73486227,0.7068935,1.9924706,0,0,0,0,1,0,0,0.44183564
21326,2020,IL,88,0.6809116809,24,0.02279202279,306,1053,10,116,-0.181,-0.154,1,3,IL,-0.032657672,3.748176219,3.13343022,0.65167928,0.1063338048,0.4188715322,6.643859582,0.391368,2.61911205,2.82655535,110,"Congressional District 10 (116th Congress), Illinois",710717,0.25711364,0.23975366,0.14900024,0.081174366,0.078533366,0.7143082,0.23106243,0.050149422,0.02500484,0.31920919,0.37516001,0.5043,0.24606982,Brad Schneider,(D),64.2,34,62,32.6,57.5,41.1,0.65376782,0.6553911,0.58316427,BRAD SCHNEIDER,150435,,,ROBERT J DOLD,135535,,,285996,BRAD SCHNEIDER,156540,,,DOUGLAS R BENNETT,82124,,,238664,BRADLEY SCOTT SCHNEIDER,202402,,,VALERIE RAMIREZ MUKHERJEE,114442,,,316874,0.5260517,0,0.65590119,0,0.63880646,0,0,,,0.5373266637,0.5260038602,1,2,1,,,1,0.4739052294,0,1,1,,,1,0.6559011833,1,1,0,,,0.3623040778,0.3440988167,0,3,1,,,0.9985487311,0.638746,1,1,0,,,1,0.3611593252,0,1,0.53732663,2,1,1,0.99854875,1,1,1,0.27673039,0.43020639,0.40807369,0.4295375,-0.072226822,0.65590119,0.63077438,1.5084046,0,0,0,0,1,0,0,0.31339031
20749,2020,IL,136,0.7842900302,51,0.03081570997,531,1655,11,116,-0.23,-0.223,1,6,IL,0.07915543,3.945827078,3.275524834,0.69734317,0.09295790558,0.425453619,6.539918275,0.5562039,2.694680717,2.713628083,116,"Congressional District 11 (116th Congress), Illinois",723342,0.22474399,0.25280297,0.12275798,0.082902692,0.12692612,0.66509479,0.2785584,0.04949069,0.00080205896,0.29912564,0.35383001,0.4294,0.19698705,Bill Foster,(D),61.9,36.2,58.9,35.4,57.8,40.6,0.63098878,0.62460232,0.58739835,BILL FOSTER,166578,,,TONIA KHOURI,108995,,,275573,BILL FOSTER,145407,,,NICK STELLA,82358,,,227765,BILL FOSTER,194557,,,RICK LAIB,112807,,,307377,0.60447866,0,0.63840801,0,0.63298565,0,1,,,1,0.6044786681,1,1,0,,,0.3693846552,0.3955213319,0,3,1,,,1,0.6384080083,1,1,0,,,0.7932550835,0.3615919917,0,2,1,,,0.5871807278,0.6329588746,1,2,0,,,0.5405381982,0.3669988321,0,2,1,1,1,1,0.58718073,2,1,1,0.36539444,0.40756479,0.40067083,0.39012805,-0.037203968,0.63840801,0.61432981,1.0734168,0,0,0,0,1,0,0,0.35166162
21519,2020,IL,12,0.6417322835,30,0.05905511811,49,508,12,116,0.292,0.399,0,3,IL,0.050409939,4.0609942,3.0973992,0.79894692,0,0.2501273899,5.428915962,0.46365222,2.840731701,2.891928224,112,"Congressional District 12 (116th Congress), Illinois",693580,0.1403814,0.2216298,0.16844055,0.14883503,0.18420225,0.78034687,0.035161048,0.067444049,0.011490845,0.40071717,0.28345999,0.46599999,0.026017185,Mike Bost,(R),41.9,56.1,40.2,55,49.7,48.1,0.42755103,0.4222689,0.50817996,"CHARLES ""C J"" BARICEVIC",124246,,,MIKE BOST,169976,,,313002,BRENDAN KELLY,118724,,,MIKE BOST,134884,,,261543,RAYMOND C LENZI,127577,,,MIKE BOST,194839,,,322416,0.42228657,0,0.4681398,0,0.39569065,0,0,,,1,0.3969495403,0,1,1,,,1,0.5430508431,1,1,0,,,0.8097881432,0.4539368287,0,2,1,,,0.8349509442,0.5157239918,1,2,0,,,0.5034194883,0.3956906605,0,2,1,,,1,0.6043093395,1,1,1,1,0.83495092,2,1,1,0.83495092,2,0.17832595,0.21915486,0.15657109,0.17831102,0.085911065,0.4681398,0.45266664,-1.4711823,0,0,0,0,1,0,0,0.15551181
21328,2020,IL,39,0.7679324895,70,0.07383966245,106,948,13,116,0.28,0.165,0,4,IL,0.025783604,3.978836708,3.016771193,0.71197993,0.00984945017,0.3313406577,5.875644271,0.51904911,2.827827666,2.692134856,127,"Congressional District 13 (116th Congress), Illinois",701843,0.17799437,0.19867691,0.15983632,0.16166151,0.12898897,0.80914962,0.035707418,0.055870954,0.0013547513,0.3929998,0.29374,0.47600001,0.053392284,Rodney Davis,(R),47,50.5,44.2,49.7,48.6,48.9,0.48205128,0.47071353,0.49846154,MARK D WICKLUND,126811,,,RODNEY DAVIS,187583,,,314394,BETSY DIRKSEN LONDRIGAN,134458,,,RODNEY DAVIS,136516,,,270981,BETSY DIRKSEN LONDRIGAN,151648,,,RODNEY DAVIS,181373,,,333021,0.40335056,0,0.49620259,0,0.45537069,0,0,,,1,0.4033505728,0,1,1,,,0.7695049974,0.5966494272,1,2,0,,,0.4565176909,0.4961897698,0,5,1,,,1,0.5037843982,1,1,0,,,0.7646330182,0.4553706823,0,2,1,,,1,0.5446293177,1,1,0.76950502,2,1,1,1,1,1,1,0.16269168,0.24621701,0.20736247,0.22157122,0.027748019,0.49620259,0.48374212,-0.88429791,0,0,0,0,1,0,0,0.18565401
21979,2020,IL,35,0.7285714286,50,0.03759398496,108,1330,14,116,-0.523,0.558,1,1,IL,-0.037845708,3.877583742,3.01325043,0.85831571,0.01886539028,0.4202869118,7.571905704,0.37843007,2.702123847,2.908051572,129,"Congressional District 14 (116th Congress), Illinois",734105,0.2636247,0.25578901,0.13491258,0.051538948,0.04165208,0.86980474,0.12253425,0.039135329,0.00051958271,0.30382684,0.43307,0.40810001,0.093148798,Lauren Underwood,(D),50.2,47.8,44.8,48.7,44.2,54.2,0.51224488,0.47914439,0.44918698,JIM WALZ,137589,,,RANDY HULTGREN,200508,,,338097,LAUREN UNDERWOOD,156035,,,"RANDALL M ""RANDY"" HULTGREN",141164,,,297199,LAUREN UNDERWOOD,203209,,,JIM OBERWEIS,197835,,,401052,0.40695125,0,0.52501857,0,0.50670004,0,0,,,0.4270147805,0.4069512595,0,3,1,,,1,0.5930487405,1,1,0,,,0.5734717371,0.5250185902,1,7,1,,,1,0.4749814098,0,1,1,,,1,0.5066899055,1,1,0,,,0.2559460964,0.4932901469,0,7,0.42701477,1,0.57347172,7,1,1,0.57347172,7,0.16560932,0.27564451,0.25674492,0.22957934,-0.029957414,0.52501857,0.4801921,2.6588721,0,0,0,0,1,0,0,0.11879699
21128,2020,IL,39,0.4672619048,22,0.03273809524,314,672,16,116,0.236,0.378,0,5,IL,0.11564729,4.243771554,3.197839745,0.90437245,0.007254999462,0.2358985246,5.270044732,0.4055934,3.078084187,2.873787731,140,"Congressional District 16 (116th Congress), Illinois",694781,0.14456457,0.2212323,0.17644408,0.1069373,0.049523517,0.89685237,0.10057126,0.057822738,0.00063535082,0.36478493,0.31389001,0.4249,0.052803688,Adam Kinzinger,(R),40.9,56.9,38.3,55.5,45.2,52.9,0.4182004,0.40831557,0.46075433,,,,,ADAM KINZINGER,259722,,,259853,SARA DADY,104569,,,ADAM KINZINGER,151254,,,255825,DANI BRZOZOWSKI,119313,,,ADAM KINZINGER,218839,,,338159,0,1,0.40875527,0,0.35283837,0,,,,,,,,1,,,0.9999802806,0.9994958688,1,1,0,,,0.4032261852,0.4087520766,0,4,1,,,0.6787356322,0.5912401055,1,2,0,,,1,0.3528310647,0,1,1,,,1,0.647148235,1,1,0.99998027,1,0.67873561,2,1,1,0.67873561,2,0,0.16708088,0.12449491,0.1667216,0.052438766,0.40875527,0.42909011,-0.43635029,0,0,0,0,1,0,0,0.5
21329,2020,IL,110,0.6540244416,150,0.06321112516,298,2373,17,116,-0.239,0.053,1,4,IL,0.11728685,3.930903378,3.291596335,0.8568067,0.004431531776,0.1903155992,5.091512266,0.35984689,2.583679909,2.898612275,132,"Congressional District 17 (116th Congress), Illinois",681131,0.12834814,0.22383507,0.18402188,0.14952777,0.13874717,0.81615722,0.091013327,0.070936941,0.0010563806,0.39281204,0.27484,0.44459999,0.048748333,Cheri Bustos,(D),48.1,49.7,46.7,47.4,57.6,40.6,0.49182004,0.49628055,0.58655804,CHERI BUSTOS,173125,,,PATRICK HARLAN,113943,,,287068,CHERI BUSTOS,142659,,,"WILLIAM W ""BILL"" FAWELL",87090,,,229749,CHERI BUSTOS,156011,,,ESTHER JOY KING,143863,,,299895,0.60308009,0,0.62093413,0,0.52025515,0,1,,,1,0.6030801065,1,1,0,,,0.7571882676,0.3969198935,0,2,1,,,1,0.6209341499,1,1,0,,,1,0.3790658501,0,1,1,,,0.9966594199,0.5202187432,1,1,0,,,0.6512530532,0.4797112323,0,2,1,1,1,1,0.9966594,1,1,1,0.36370561,0.3855592,0.27066541,0.24629438,0.090277493,0.62093413,0.52488619,-1.7482169,0,0,0,0,1,0,0,0.18879056
21562,2020,IL,10,0.7525125628,62,0.07788944724,49,796,18,116,0.463,0.198,0,3,IL,0.20138532,4.432863986,3.3507358,0.82666159,0.03017702491,0.2264043152,5.155077434,0.47212151,3.310410801,3.212357301,137,"Congressional District 18 (116th Congress), Illinois",705247,0.21093598,0.22454402,0.18263105,0.088502325,0.048143417,0.90585285,0.028896259,0.043212678,0.0013462021,0.3719435,0.35640001,0.44279999,0.037979603,Darin LaHood,(R),36.8,60.9,33.3,60.6,37.4,60.7,0.37666327,0.35463259,0.38124362,JUNIUS RODRIGUEZ,96770,,,DARIN LAHOOD,250506,,,347283,JUNIUS RODRIGUEZ,95486,,,DARIN LAHOOD,195927,,,291413,GEORGE PETRILLI,110039,,,DARIN LAHOOD,261840,,,371879,0.27865446,0,0.32766554,0,0.29590002,0,0,,,,0.2786488253,0,0,1,,,1,0.7213310182,1,1,0,,,0.4171304541,0.3276655468,0,3,1,,,0.7887089973,0.6723344532,1,2,0,,,,0.2959000105,0,0,1,,,1,0.7040999895,1,1,1,1,0.78870898,2,1,1,0.78870898,2,0.077648304,0.10736471,0.087556817,0.12576427,0.02661103,0.32766554,0.37084648,1.0911958,0,0,0,0,1,0,0,0.13944724
15124,2020,IN,0,0.6666666667,0,0,1,6,1,116,-0.402,0.244,1,18,IN,0.098412409,3.62777906,3.011805813,0.67978865,0.005221381738,0.1794764108,6.332313963,0.51640809,2.81994448,3.349902088,166,"Congressional District 1 (116th Congress), Indiana",714677,0.15318176,0.230381,0.16101539,0.13207366,0.20005541,0.69942647,0.15666237,0.062711,0.0004791636,0.39255363,0.30889001,0.44589999,0.05675571,Frank Mrvan,(D),53.6,44.8,54.1,41.5,61.2,37.4,0.54471546,0.56589961,0.62068963,PETER J VISCLOSKY,207515,,,,,,,254583,PETER J VISCLOSKY,159611,,,MARK LEYVA,85594,,,245209,FRANK J MRVAN,185180,,,MARK LEYVA,132247,,,326948,1,1,0.6509288,0,0.5833782,0,1,,,0.7996577119,0.8151172702,1,2,,,,,,,,1,,,0.8053078799,0.6509181963,1,3,0,,,0.2698908663,0.3490654911,0,6,0,,,0.3284505353,0.5663897623,1,14,0,,,0.3492109688,0.4044893989,0,6,0.7996577,2,0.80530787,3,0.32845053,14,0.80530787,3,1,0.42370829,0.34033012,0.32024238,0.05479002,0.6509288,0.57710159,-0.83905482,0,0,0,0,1,0,0,0.16666667
21330,2020,IN,36,0.8205128205,51,0.05448717949,148,936,2,116,0.436,0.315,0,4,IN,0.15213728,4.507873311,3.341646563,0.86024427,0.05585452619,0.2226373474,5.517170141,0.363116,3.350235034,2.797395955,147,"Congressional District 2 (116th Congress), Indiana",724054,0.13915391,0.24647333,0.16012342,0.12361785,0.085126251,0.86022449,0.098029979,0.046423275,0.00092014903,0.37000683,0.28883001,0.44069999,0.056323148,[VACANT],(R),38.9,59.3,36.1,59.3,42.1,56.1,0.39613035,0.3784067,0.4287169,LYNN C COLEMAN,102401,,,JACKIE WALORSKI,164355,,,277357,MEL HALL,103363,,,JACKIE WALORSKI,125499,,,228889,"PATRICIA ""PAT"" HACKETT",114967,,,JACKIE WALORSKI,183601,,,298568,0.38387516,0,0.45163897,0,0.38506135,0,0,,,0.7375105367,0.3692028685,0,2,1,,,0.6977813438,0.5925756336,1,2,0,,,0.4166531407,0.4515857031,0,6,1,,,0.7863985375,0.5482963358,1,2,0,,,0.7782615937,0.3850613596,0,2,1,,,0.7888209885,0.6149386404,1,2,0.69778132,2,0.78639853,2,0.78882098,2,0.78639853,2,0.14736015,0.20397776,0.14827225,0.14319164,0.050310194,0.45163897,0.40108466,-0.52760595,0,0,0,0,1,0,0,0.21260683
21702,2020,IN,266,0.7064638783,131,0.04980988593,1644,2630,3,116,0.647,0.006,0,2,IN,0.14626665,4.85734122,3.348952826,0.89925444,0.009681958073,0.2251993272,5.662480661,0.34703058,3.214691008,3.218103027,184,"Congressional District 3 (116th Congress), Indiana",743000,0.15555404,0.25605518,0.15235935,0.10720592,0.075368777,0.87445223,0.062041722,0.041516311,0.00085377682,0.34096277,0.30733001,0.42899999,0.046393,Jim Banks,(R),34,63.9,30.1,65.1,35.7,62.5,0.34729317,0.31617647,0.36354378,TOMMY A SCHRADER,66023,,,JIM BANKS,201396,,,287247,COURTNEY TRITCH,86610,,,JIM BANKS,158927,,,245537,CHIP COLDIRON,104762,,,JIM BANKS,220989,,,325751,0.24688971,0,0.35273707,0,0.32160148,0,0,,,0.375018423,0.2298474832,0,3,0,,,0.3429158867,0.7011248159,1,6,0,,,0.7905000965,0.352737062,0,3,1,,,1,0.647262938,1,1,0,,,0.3889112209,0.3216014686,0,4,1,,,0.8521920448,0.6783985314,1,2,0.34291589,6,1,1,0.85219204,2,1,1,0.06095453,0.12442344,0.10342751,0.099967562,0.047367305,0.35273707,0.34233782,0.086166389,0,0,0,0,1,0,0,0.67490494
21903,2020,IN,4,0.731292517,5,0.01700680272,11,294,4,116,0.463,0.419,0,1,IN,0.16972139,4.766633492,3.465343665,0.94640207,0.01368334533,0.2316524536,6.206632779,0.35276249,3.448076969,3.148193219,170,"Congressional District 4 (116th Congress), Indiana",756185,0.1702342,0.22775115,0.15074353,0.10869166,0.050539222,0.88376915,0.061491568,0.039933547,0.00091237586,0.35842755,0.30746999,0.4289,0.058937959,Jim Baird,(R),34,63.8,30.2,64.3,36.9,60.9,0.34764826,0.31957671,0.37730062,JOHN DALE,91256,,,TODD ROKITA,193412,,,299434,TOBI BECK,87824,,,JIM BAIRD,156539,,,244363,JOE MACKEY,112984,,,JAMES R BAIRD,225531,,,338515,0.32056993,0,0.35939974,0,0.33376366,0,0,,,1,0.3047616503,0,1,1,,,0.6925578064,0.6459253124,1,2,0,,,0.3457734053,0.3593997455,0,6,0,,,0.365892924,0.6406002545,1,7,0,,,0.5394297304,0.3337636442,0,4,1,,,1,0.6662363558,1,1,0.69255781,2,0.36589292,7,1,1,0.36589292,7,0.10276508,0.12916817,0.11139818,0.10212927,0.05772391,0.35939974,0.3481752,0.24257788,0,0,0,0,1,0,0,0.054421768
21331,2020,IN,11,0.6780952381,27,0.05142857143,9,525,5,116,0.352,0.217,0,4,IN,0.036930658,4.18858895,3.04864484,0.90868139,0.00369120476,0.4018566958,6.170711543,0.29026034,2.837101705,2.877943076,179,"Congressional District 5 (116th Congress), Indiana",775550,0.29000491,0.24038038,0.146585,0.081244275,0.10109213,0.83872479,0.045695312,0.037383854,0.0011926015,0.31974491,0.3831,0.47999999,0.059589967,Victoria Spartz,(R),47.9,50.1,41.3,53.1,40.7,57.5,0.48877552,0.4375,0.41446027,ANGELA DEMAREE,123849,,,SUSAN W BROOKS,221957,,,361135,DEE THORNTON,137142,,,SUSAN W BROOKS,180035,,,317177,CHRISTINA HALE,191226,,,VICTORIA SPARTZ,208212,,,416226,0.35814589,0,0.43238318,0,0.47873762,0,0,,,0.7491763766,0.3429437745,0,2,1,,,0.6950272291,0.6146094951,1,3,0,,,0.529782494,0.4323831804,0,5,1,,,1,0.5676168196,1,1,0,,,0.407568767,0.4594282914,0,5,0,,,0.3970239875,0.5002378516,1,15,0.69502723,3,1,1,0.39702398,15,1,1,0.12826848,0.18695521,0.22918971,0.19140625,-0.023039728,0.43238318,0.44691193,2.2234037,0,0,0,0,1,0,0,0.068571426
21952,2020,IN,17,0.5328282828,37,0.09343434343,75,396,6,116,0.533,0.036,0,1,IN,0.20130585,4.655648997,3.480498957,0.94980544,0.006896377206,0.1834038464,5.827504043,0.32877758,3.480480442,3.204335116,123,"Congressional District 6 (116th Congress), Indiana",719099,0.13630368,0.22119208,0.17241298,0.12664598,0.036818296,0.92828524,0.028377177,0.044889286,0.00092270324,0.38528523,0.29315999,0.4339,0.027231298,Greg Pence,(R),29.1,68.8,27.4,67.7,37.3,60.4,0.29724208,0.28811777,0.38178095,BARRY WELSH,79135,,,LUKE MESSER,204920,,,296385,JEANNINE LEE LAKE,79430,,,GREG PENCE,154260,,,241726,JEANNINE LEE LAKE,91103,,,GREG PENCE,225319,,,328213,0.27859041,0,0.33989474,0,0.28791612,0,0,,,0.3559547416,0.2670006917,0,5,1,,,0.7766369526,0.6913980127,1,3,0,,,0.383239212,0.3285951863,0,6,0,,,0.6448498864,0.638160562,1,5,0,,,0.7032307421,0.2775727957,0,3,1,,,0.8359613837,0.6865023628,1,2,0.77663696,3,0.6448499,5,0.8359614,2,0.6448499,5,0.077612616,0.11552843,0.082895696,0.083011851,0.093663186,0.33989474,0.32238027,-0.5114755,0,0,0,0,1,0,0,0.28282827
20757,2020,IN,45,0.6955266955,17,0.02453102453,118,693,7,116,-0.429,0.056,1,7,IN,0.052013453,3.858928019,3.221826533,0.63951701,0.05514376364,0.195079652,4.947417716,0.36124474,2.695587456,3.04192558,155,"Congressional District 7 (116th Congress), Indiana",760897,0.16046742,0.25814137,0.11497614,0.18274747,0.32370347,0.59203678,0.11360408,0.071184933,0.00067081116,0.34134626,0.27206999,0.4657,0.10087699,André Carson,(D),62.9,35.3,59,36.2,62.9,35.3,0.64052951,0.61974788,0.64052951,ANDRE CARSON,158739,,,"CATHERINE ""CAT"" PING",94456,,,264670,ANDRE D CARSON,141139,,,"WAYNE ""GUNNY"" HARMON",76457,,,217596,ANDRE CARSON,176422,,,SUSAN MARIE SMITH,106146,,,282568,0.62694365,0,0.64862865,0,0.6243524,0,1,,,0.8563739342,0.5997619677,1,3,0,,,0.5306782609,0.3568821551,0,3,1,,,0.8796244395,0.6486286513,1,5,0,,,0.288122167,0.3513713487,0,6,1,,,0.9176823413,0.6243523683,1,2,0,,,0.4307673735,0.3756476317,0,6,0.85637391,3,0.87962443,5,0.91768235,2,0.87962443,5,0.39305833,0.42071912,0.38981593,0.38408744,0.020781636,0.64862865,0.63360232,-1.8915499,0,0,0,0,1,0,0,0.19480519
21132,2020,IN,51,0.5150753769,41,0.1030150754,173,398,8,116,0.41,0.264,0,5,IN,0.093120731,3.913054954,3.194554766,0.89396703,0.05253816517,0.2117944224,5.397533906,0.27092871,2.9265514,2.995163929,136,"Congressional District 8 (116th Congress), Indiana",719002,0.14002007,0.22372121,0.17153081,0.1240539,0.055291917,0.91507256,0.025279485,0.044587813,0.0012819219,0.38192675,0.28716001,0.44580001,0.023447778,Larry Bucshon,(R),33.1,65.1,30.9,64.6,39.6,58.4,0.33706722,0.32356021,0.40408164,RON DRAKE,93356,,,LARRY BUCSHON,187702,,,294713,WILLIAM TANOOS,86895,,,LARRY D BUCSHON,157396,,,244291,E THOMASINA MARSILI,95691,,,LARRY BUCSHON,214643,,,320617,0.33215919,0,0.35570282,0,0.30834842,0,0,,,0.5005472331,0.3167691958,0,2,1,,,0.6504636033,0.6368975919,1,2,0,,,1,0.3557028298,0,1,1,,,0.6298770028,0.6442971702,1,3,0,,,0.3627342624,0.2984589089,0,3,1,,,1,0.6694685559,1,1,0.65046358,2,0.62987703,3,1,1,0.62987703,3,0.11032972,0.12652449,0.095078744,0.10469121,0.080521435,0.35570282,0.35490301,-0.48355195,0,0,0,0,1,0,0,0.53768843
21725,2020,IN,1,0.8366013072,4,0.02614379085,15,153,9,116,0.418,-0.246,0,2,IN,0.15309995,4.413937704,3.278990654,0.88395739,0.0396039432,0.2836909154,5.517564885,0.28499666,3.334464928,2.963265194,173,"Congressional District 9 (116th Congress), Indiana",753239,0.16683841,0.21792684,0.15519775,0.11793336,0.04077192,0.91106141,0.034318458,0.044734251,0.0024664269,0.36586842,0.30282,0.44100001,0.039997928,Trey Hollingsworth,(R),37.2,60.8,34.2,61.1,40.7,57.2,0.37959182,0.35886675,0.41573033,SHELLI YODER,130627,,,TREY HOLLINGSWORTH,174791,,,322843,LIZ WATSON,118090,,,TREY HOLLINGSWORTH,153271,,,271361,ANDY RUFF,122566,,,TREY HOLLINGSWORTH,222057,,,359038,0.42769909,0,0.43517676,0,0.35565242,0,0,,,0.7011486968,0.4046146269,0,4,0,,,0.3354977286,0.5414117698,1,5,0,,,0.6637713496,0.4351767572,0,3,1,,,0.77711672,0.5648232428,1,2,0,,,0.4367477179,0.3413733365,0,5,1,,,1,0.6184777099,1,1,0.33549774,5,0.77711672,2,1,1,0.77711672,2,0.18292651,0.18937881,0.12648864,0.12878534,0.056863576,0.43517676,0.38472962,-0.070634045,0,0,0,0,1,0,0,0.12418301
